sample_id,dry_weight,dry_weight_lci,dry_weight_uci,table_key
OSP700127,6648.563205860807,4978.007449084249,8130.123328937731,COV_S6484
OSP700144,6782.618815072465,4319.988126144928,9129.201502608696,COV_S6485
OSP700156,2446.208342098274,1238.7433060292165,3457.171667038512,COV_S6486
OSP700166,8308.774258751904,6886.226766514461,9994.292729375951,COV_S6487
OSP700160,3684.4101507246382,2214.515554782609,4854.559034782609,COV_S6488
OSP700168,9128.888444970416,6021.394767021697,11940.690890729782,COV_S6489
OSP700143,4531.285099550952,3423.2209591709848,6496.129669084629,COV_S6490
OSP700162,8449.012315352697,6886.695926970956,10200.096199170126,COV_S6491
OSP700170,6732.761292230502,4904.112361726325,8269.161648220495,COV_S6492
OSP700172,3280.823269247312,2146.6708950537636,4374.5777935483875,COV_S6493
OSP700165,5108.966756222845,3583.0175698693333,6536.094110403502,COV_S6494
OSP700141,2376.6603979149527,1448.1295938545954,3336.1915044170096,COV_S6495
OSP700154,7514.049123018868,6227.559265408805,8966.652252578617,COV_S6496
OSP700150,3282.1387147177857,2453.2469442385523,4317.968163578275,COV_S6497
OSP700152,2677.2582561151085,1545.4296587050362,3719.310394628298,COV_S6498
OSP700179,3920.2213287943264,2264.9391323687946,5268.6613514893625,COV_S6499
OSP700148,2339.2434285714285,1664.9482794337196,3161.514434388675,COV_S6500
OSP700158,2801.7961752955975,1572.8620614842769,4110.956490062893,COV_S6501
OSP700153,4071.826823391813,2719.5983812865497,5364.3845660818715,COV_S6502
OSP700151,2777.8233259315593,1909.7331208111532,3660.047613485425,COV_S6503
OSP700147,2977.049879306359,2040.754852870906,6078.747655645472,COV_S6504
OSP700137,2550.190570308123,1824.648774453782,3446.611703753502,COV_S6505
OSP700128,1252.1757916014235,804.9363344246738,1840.7104986951365,COV_S6506
OSP700164,0.0,0.0,0.0,COV_S6507
OSP700120,4063.528473220339,1993.958727683616,6098.289274576272,COV_S6508
OSP700124,2089.172730735931,960.0709356421356,3009.476530793651,COV_S6509
OSP592021,825.4927697935103,235.0108725427729,1413.251182536873,COV_S6510
OSP700149,1151.522924651163,476.8798517581396,1839.2808677209305,COV_S6511
OSP700174,641.1026446171969,313.2331848669023,1097.573408339223,COV_S6512
OSP700159,0.0,0.0,0.0,COV_S6513
OSP700192,1554.052722886003,881.9311385858585,2367.1462593939395,COV_S6514
OSP700187,1191.4129436387782,730.5710440371846,1814.5331981938912,COV_S6515
OSP700188,2583.6145666936573,1201.2566469095818,3674.931854251012,COV_S6516
OSP700175,2877.118852444444,1628.961165777778,3944.110539111112,COV_S6517
OSP700203,1703.3648017391306,962.9800915942031,2594.241413333334,COV_S6518
OSP700181,1640.0710981453635,1049.7039719298243,2345.788000802005,COV_S6519
OSP700189,2441.043922198327,1609.5995760095582,3327.848521099163,COV_S6520
OSP700360,1002.9004706507304,329.3365793997344,1646.7481022045154,COV_S6521
OSP700371,5491.428401687765,4161.257616202532,6810.828772995781,COV_S6522
OSP700195,4722.249313362702,3569.308881762115,6100.209973568283,COV_S6523
OSP700359,2830.5793293061224,1652.9777423673472,4417.70813,COV_S6524
OSP700370,1016.0289322493228,292.2481758699187,1739.4539785365855,COV_S6525
OSP700173,1260.4563388688327,810.2593008904934,1852.8827548495788,COV_S6526
OSP700365,2723.490420696517,1685.7756310447764,3928.549847164179,COV_S6527
OSP700369,4851.958045883942,3567.2232848583003,6256.797858029691,COV_S6528
OSP700366,2407.384153473981,1698.6517297327712,3253.605462953587,COV_S6529
OSP700171,2713.301782202112,1941.354386244344,3675.5356133936657,COV_S6530
OSP700378,3295.3764228240557,2360.8267059959503,4296.958364061964,COV_S6531
OSP700176,3338.6903151020415,2372.316154557823,4451.726975238095,COV_S6532
OSP700178,10589.22905702811,8241.658229718874,13429.448308433735,COV_S6533
OSP700194,1957.413865,1042.1948315151517,2738.094455652174,COV_S6534
OSP700368,2264.329419020537,1552.1885659399684,3166.9716135229073,COV_S6535
OSP700362,4484.2402133333335,3509.3829746938777,5625.044244897959,COV_S6536
OSP700382,1710.7944609205024,1076.2222143375177,2446.941917099024,COV_S6537
OSP700361,1571.5211886495729,868.490007,2393.4419336752135,COV_S6538
OSP700177,24548.543937254904,20606.54450644258,28014.42346666667,COV_S6539
OSP700376,1364.5322937373735,853.4027470707072,2005.875863030303,COV_S6540
OSP700364,1259.428649439528,302.22205460766963,2249.5844370501472,COV_S6541
OSP700374,2110.405589,1161.339115,3129.860635962815,COV_S6542
OSP700384,1065.8843814648728,492.3421173094171,1702.4934380866966,COV_S6543
OSP700381,0.0,0.0,0.0,COV_S6544
OSP700379,0.0,0.0,0.0,COV_S6545
OSP700367,1870.237244989775,1051.9644479345602,2987.258029938651,COV_S6546
OSP700375,1305.6590841196014,683.6271893687708,1918.0191184939097,COV_S6547
OSP700385,1074.809649594096,659.0702583,1636.9450135301352,COV_S6548
OSP700380,1247.660233405018,596.8614362,1847.5924484587815,COV_S6549
OSP700363,1433.0042188316154,805.8037954639176,2182.478142680413,COV_S6550
OSP700386,1175.2930079664573,581.7660121090147,2012.1124803354303,COV_S6551
OSP700358,0.0,0.0,0.0,COV_S6552
OSP700373,1780.6899419178085,1122.9272845053274,2546.912458812786,COV_S6553
OSP700372,2248.321900469484,1421.5685393427232,3144.5828587167452,COV_S6554
OSP700357,3194.3995600000003,2357.7169348717953,4208.923150256412,COV_S6555
OSP700183,3152.8479043298976,2327.049720962199,4154.172140206187,COV_S6556
OSP700383,8332.900281761009,6685.285449056604,10181.88209811321,COV_S6557
OSP700182,5515.8463895934965,4399.766379186993,6806.626357073173,COV_S6558
OSP700216,19950.485948022604,17568.913331826745,22538.22642862524,COV_S6559
OSP700163,8443.968182244556,6742.964636515913,10076.317555778896,COV_S6560
OSP700410,14142.530007017544,12372.56485146199,16073.99935,COV_S6561
OSP700406,10728.657971378709,8844.509593019196,12669.47092216405,COV_S6562
OSP700401,11864.135328838953,9312.477004,14044.477698876408,COV_S6563
