sample_id,dry_weight,dry_weight_lci,dry_weight_uci,table_key
180-230917,125466314.0900901,117641717.03063063,133294512.7783784,PMMoV33422
180-230919,230663945.12820515,221261244.5641026,239883911.89743593,PMMoV33423
180-230921,92807802.38,86523287.52136752,99094782.12649572,PMMoV33424
180-230924,84852498.37419356,80551436.24946237,89155857.54838713,PMMoV33425
180-230926,178123588.7087087,169967385.56156152,185867172.1321321,PMMoV33426
180-230928,127338523.86666667,122209548.93333334,132470881.13333336,PMMoV33427
180-231001,194244301.15068495,184653880.54794523,204096002.48401827,PMMoV33428
180-231003,142792372.93714285,131085626.51428571,153264072.9904762,PMMoV33429
180-231008,193248176.5333333,180927899.73333335,203062006.6666667,PMMoV33430
180-231010,201721916.13333333,192721138.00000003,210727856.93333337,PMMoV33431
180-231012,313038985.2813853,300640420.01731604,325446957.0,PMMoV33432
180-231015,149529784.75897437,136903694.33846155,162572880.2871795,PMMoV33433
180-231017,143172795.96747968,135771266.08130082,150577911.15447152,PMMoV33434
180-231019,104777905.48370928,89643909.61403508,119562570.66666666,PMMoV33435
180-231022,191605806.89655173,181279096.91954023,201907436.32183912,PMMoV33436
180-231024,147971482.94158077,139300568.52233678,156144614.7079038,PMMoV33437
180-231026,162735197.93034828,154738544.79601994,170665349.97014928,PMMoV33438
180-231029,63620457.50303031,60608723.975757584,66633786.27878788,PMMoV33439
180-231031,174769690.32415903,166979644.47706422,182742076.2813456,PMMoV33440
180-231102,152688762.66666666,146350622.7096774,159030873.29032257,PMMoV33441
180-231105,192273720.4301075,178783014.70967743,205413490.23655912,PMMoV33442
180-231107,119888521.82666668,112733103.4,127401084.89333332,PMMoV33443
180-231109,183283887.6190476,164783514.15873015,200092521.5238095,PMMoV33444
180-231113,158591226.73593074,136271026.74285716,181923474.008658,PMMoV33445
180-231114,102768259.61793372,98330658.74463938,107208561.27875245,PMMoV33446
180-231116,137488553.01149428,128222819.92337167,147544469.14942533,PMMoV33447
180-231119,119612221.10144928,106694041.80869566,131383790.84057972,PMMoV33448
180-231126,177781718.48648652,148629650.73873878,206682456.0720721,PMMoV33449
180-231128,248828440.18779343,238363174.61032867,259299923.83098593,PMMoV33450
180-231130,51838218.16183206,48235885.972519085,55441905.40050892,PMMoV33451
180-231203,113129362.53551912,99627843.93442623,126376851.40983608,PMMoV33452
180-231205,255827255.25333336,211320673.6266667,300526784.26666665,PMMoV33453
180-231207,114964926.88695651,109376547.9884058,120556171.77971016,PMMoV33454
180-231210,84249047.00198019,79064946.43960395,89435307.97623761,PMMoV33455
180-231214,114425365.5532646,108184426.42474224,120669303.9725086,PMMoV33456
180-231217,111172672.31372549,104402280.31372549,118264426.43137254,PMMoV33457
180-231219,160457550.47619048,152563997.33333334,168355281.77777776,PMMoV33458
180-231221,94861753.29523808,89263459.28707482,100462507.39591835,PMMoV33459
180-231225,108726096.03091788,74719555.24637681,146328838.55458936,PMMoV33460
180-231226,281002073.65400845,269992387.37552744,292019357.2,PMMoV33461
180-231228,204548977.3511111,175169365.76000002,232502956.8,PMMoV33462
98-221030,607560819.7647058,580379231.8431371,636747113.4117647,PMMoV33463
98-221101,434785243.4285714,406631106.3809523,466088394.85714275,PMMoV33464
98-221103,419191620.2898551,405246458.20289856,431339075.9,PMMoV33465
98-221106,82161794.3,76823765.92048931,87529462.99694191,PMMoV33466
98-221108,342257116.08163273,309675193.3242631,376030290.0680273,PMMoV33467
98-221113,212703099.3976311,206696682.3417936,218715155.22165823,PMMoV33468
98-221115,305275883.2340425,294888002.6099291,315671858.49645394,PMMoV33469
98-221117,69423132.37860082,66381421.4979424,72210448.46090534,PMMoV33470
98-221120,201844437.91666663,185930442.83333337,216896788.24999997,PMMoV33471
98-221127,195677808.51612905,183341553.37634408,209675516.12903228,PMMoV33472
98-221129,350511906.39455783,338754542.36734694,362280107.3197279,PMMoV33473
98-221201,127333440.79601993,121535321.15422888,133135166.4875622,PMMoV33474
98-221204,131015094.76115488,110184452.70341206,152983802.12073493,PMMoV33475
98-221206,242695638.04444444,232350178.98666668,253047498.9511111,PMMoV33476
98-221208,281992265.25490195,270047625.4117647,293944684.2352941,PMMoV33477
98-221211,96310873.2903226,86436385.83512548,107088281.74910396,PMMoV33478
98-221213,170203918.27821523,148934544.04199478,192815537.3018373,PMMoV33479
98-221215,185925932.74633127,165415164.44444445,204873394.91823903,PMMoV33480
98-221218,137869421.30886853,118527203.03363916,156091159.2905199,PMMoV33481
98-221220,315347880.29629636,271885222.7160494,352421563.5226338,PMMoV33482
98-221222,315775621.2444445,306262919.1111111,325296969.9555556,PMMoV33483
98-221227,190254473.4814815,182046991.73063976,198467318.8417509,PMMoV33484
98-221228,203188114.4029304,194339850.0,212042035.10622713,PMMoV33485
